Molecular Weight,LogP,Number of H-bond Donors,Number of H-bond Acceptors,Topological Polar Surface Area (TPSA),Number of Rotatable Bonds,Molar Refractivity,Number of Aromatic Rings,Molecule Name,winer_index
138.21000000000006,2.3218000000000005,0,1,17.07,3,41.77900000000002,0,6544,52.78388073296751
136.23800000000003,3.308900000000002,0,0,0.0,3,45.91200000000003,0,22311,52.78388073296751
154.25300000000016,2.6698000000000013,1,1,20.23,8,49.48580000000003,0,6549,52.78388073296751
142.2420000000001,2.935900000000001,0,1,17.07,8,44.057000000000016,0,31289,52.78388073296751
134.222,3.118420000000002,0,0,0.0,4,45.26800000000003,1,10703,52.78388073296751
226.40400000000025,5.276500000000005,0,1,17.07,14,71.75900000000006,0,17697,52.78388073296751
212.42100000000028,6.097500000000006,0,0,0.0,14,71.36900000000007,0,12391,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,4,64.51300000000005,0,11830550,52.78388073296751
204.3570000000002,4.869300000000004,0,0,0.0,4,66.81300000000005,0,6432648,52.78388073296751
198.39400000000026,5.707400000000006,0,0,0.0,13,66.75200000000007,0,12389,52.78388073296751
222.3720000000002,3.7759000000000027,1,1,20.23,6,68.15680000000005,0,11990360,52.78388073296751
202.34100000000018,4.631920000000004,0,0,0.0,5,66.40700000000005,1,6429022,52.78388073296751
204.3570000000002,4.581100000000004,0,0,0.0,4,66.67300000000004,0,6429304,52.78388073296751
154.25300000000016,2.1935000000000007,1,1,20.23,5,45.23580000000002,0,12315151,52.78388073296751
136.23800000000003,2.6885000000000012,0,0,0.0,3,41.59200000000001,0,79035,52.78388073296751
184.36700000000025,5.317300000000005,0,0,0.0,12,62.13500000000006,0,12388,52.78388073296751
156.31300000000022,4.537100000000004,0,0,0.0,10,52.90100000000004,0,14257,52.78388073296751
367.04699999999997,-10.408500000000007,0,10,167.0,11,52.90800000000002,0,27461,52.78388073296751
426.7139999999993,6.555500000000009,1,4,55.76,24,125.62180000000009,0,87962319,52.78388073296751
352.5149999999994,4.472300000000004,2,4,66.76,19,103.31560000000005,0,5367328,52.78388073296751
330.50899999999933,4.364100000000006,2,4,66.76,20,94.36360000000006,0,123409,52.78388073296751
306.4899999999993,6.139000000000007,0,2,26.3,16,95.89700000000006,0,5367460,52.78388073296751
296.5389999999992,6.364100000000008,1,1,20.23,19,95.56180000000008,0,5280435,52.78388073296751
136.23800000000003,3.4750000000000023,0,0,0.0,6,48.00200000000003,0,5281553,52.78388073296751
128.21499999999992,2.1136,1,1,20.23,7,40.345800000000004,0,18827,52.78388073296751
218.34000000000017,3.594000000000003,0,1,17.07,4,64.97300000000004,0,530428,52.78388073296751
440.75599999999923,8.414900000000008,1,1,20.23,13,135.26680000000002,0,94204,52.78388073296751
316.44099999999946,3.304200000000002,1,3,54.37,4,87.65380000000005,0,14262780,52.78388073296751
426.72899999999925,8.168900000000008,1,1,20.23,9,130.71980000000008,0,92097,52.78388073296751
330.2479999999999,1.9187999999999996,2,8,119.34,6,83.65160000000002,4,5488919,52.78388073296751
400.69099999999924,7.63470000000001,1,1,20.23,12,123.59980000000009,0,173183,52.78388073296751
68.11899999999999,1.7485,0,0,0.0,2,25.01099999999999,0,6557,52.78388073296751
784.5440000000007,0.35610000000000147,14,22,388.4200000000001,15,172.5932,4,14035442,52.78388073296751
192.12300000000005,-1.2485,4,7,132.13,6,37.09119999999999,0,311,52.78388073296751
634.455000000001,-0.2964999999999985,11,18,310.65999999999997,13,138.87930000000003,3,73568,52.78388073296751
302.1939999999999,1.3127999999999993,4,8,141.34,4,73.87719999999999,4,5281855,52.78388073296751
426.72899999999925,8.479100000000006,1,1,20.23,13,132.87980000000005,0,441678,52.78388073296751
170.12000000000003,0.5015999999999998,4,5,97.99000000000001,4,38.39570000000001,1,370,52.78388073296751
452.851999999999,11.311499999999986,1,1,20.23,31,146.65279999999993,0,68345,52.78388073296751
434.836999999999,12.115099999999982,0,0,0.0,29,145.1469999999999,0,528988,52.78388073296751
348.43899999999957,0.815199999999999,4,5,97.99000000000001,9,91.36120000000003,0,442042,52.78388073296751
104.06099999999998,-0.4543000000000002,2,4,74.6,2,19.888599999999997,0,867,52.78388073296751
364.4379999999996,-0.06989999999999996,5,6,118.22000000000001,10,92.82100000000001,0,442070,52.78388073296751
426.72899999999925,8.479100000000006,1,1,20.23,13,132.87980000000005,0,101257,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,3,64.51300000000005,0,10899740,52.78388073296751
204.3570000000002,4.5591000000000035,0,0,0.0,4,64.65300000000005,0,57501472,52.78388073296751
204.3570000000002,4.559100000000004,0,0,0.0,4,64.65300000000005,0,15973057,52.78388073296751
204.3570000000002,4.891300000000005,0,0,0.0,7,68.83300000000004,0,12315492,52.78388073296751
170.25200000000015,2.5555000000000003,2,2,40.46,9,51.057600000000036,0,5363445,52.78388073296751
144.21400000000014,2.1281999999999996,0,2,26.3,7,40.75300000000001,0,110740,52.78388073296751
170.25200000000015,1.6405999999999998,2,2,40.46,9,50.875600000000034,0,548927,52.78388073296751
114.18799999999992,2.1557000000000004,0,1,17.07,6,34.822999999999986,0,8051,52.78388073296751
204.3570000000002,4.869300000000005,0,0,0.0,4,66.81300000000005,0,6428487,52.78388073296751
204.3570000000002,4.7252000000000045,0,0,0.0,7,66.74300000000004,0,6429303,52.78388073296751
204.3570000000002,4.415000000000004,0,0,0.0,4,64.58300000000004,0,12311396,52.78388073296751
204.3570000000002,4.581100000000004,0,0,0.0,5,66.67300000000004,0,91752761,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,3,64.51300000000005,0,91354,52.78388073296751
108.13999999999994,1.1788999999999998,1,1,20.23,2,32.364799999999995,1,244,52.78388073296751
204.3570000000002,4.4150000000000045,0,0,0.0,3,64.58300000000004,0,25203064,52.78388073296751
136.23800000000003,3.4750000000000023,0,0,0.0,6,48.00200000000003,0,5320250,52.78388073296751
158.24100000000016,2.375800000000001,0,2,26.3,8,45.32200000000002,0,61812,52.78388073296751
100.16099999999993,1.335,1,1,20.23,5,31.133799999999987,0,5281167,52.78388073296751
142.19800000000012,1.9058,0,2,26.3,6,40.681000000000004,0,5363388,52.78388073296751
204.3570000000002,4.559100000000004,0,0,0.0,3,64.65300000000005,0,10102,52.78388073296751
204.3570000000002,4.869300000000004,0,0,0.0,5,66.81300000000005,0,177773,52.78388073296751
278.34799999999956,3.600400000000003,0,4,52.6,10,76.82300000000005,1,3026,52.78388073296751
130.18699999999995,1.5956000000000001,0,2,26.3,6,36.087999999999994,0,24020,52.78388073296751
204.3570000000002,4.581100000000004,0,0,0.0,4,66.67300000000004,0,12313019,52.78388073296751
204.3570000000002,4.581100000000004,0,0,0.0,4,66.67300000000004,0,6432308,52.78388073296751
204.3570000000002,5.0354000000000045,0,0,0.0,4,68.90300000000005,0,9548705,52.78388073296751
144.21400000000014,2.1298000000000004,0,2,26.3,7,40.775000000000006,0,8908,52.78388073296751
117.15099999999994,2.1678999999999995,1,0,15.79,0,38.29870000000002,2,798,52.78388073296751
204.3570000000002,4.7252000000000045,0,0,0.0,3,66.74300000000004,0,5281522,52.78388073296751
204.3570000000002,4.415000000000004,0,0,0.0,4,64.58300000000004,0,530426,52.78388073296751
170.25200000000015,1.8809999999999998,1,2,29.46,6,49.00680000000003,0,22310,52.78388073296751
136.15000000000006,1.4732,0,2,26.3,2,37.78150000000001,1,7150,52.78388073296751
204.3570000000002,4.7252000000000045,0,0,0.0,4,66.74300000000004,0,91752762,52.78388073296751
150.22100000000012,3.1784000000000017,0,1,13.14,5,46.460000000000036,1,68316,52.78388073296751
204.3570000000002,4.7252000000000045,0,0,0.0,4,66.74300000000004,0,91752763,52.78388073296751
142.19800000000012,1.9058,0,2,26.3,6,40.681000000000004,0,2733294,52.78388073296751
150.13000000000008,-2.5823,4,5,90.15,4,29.979199999999988,0,439195,52.78388073296751
516.4550000000003,1.029600000000002,7,12,211.27999999999994,13,125.19759999999995,2,5281780,52.78388073296751
336.29599999999976,0.15930000000000077,5,8,144.52,8,81.03500000000001,1,10131826,52.78388073296751
368.33799999999974,-0.3428999999999991,5,9,153.74999999999997,10,87.40600000000002,1,9799386,52.78388073296751
338.3119999999997,-0.351499999999999,5,8,144.51999999999998,8,80.85400000000001,1,9945785,52.78388073296751
516.4550000000003,1.029600000000002,7,12,211.27999999999994,13,125.19759999999995,2,6474309,52.78388073296751
354.31099999999975,-0.6458999999999985,6,9,164.74999999999997,9,82.51880000000001,1,9798666,52.78388073296751
354.31099999999975,-0.6458999999999985,6,9,164.74999999999997,9,82.51880000000001,1,5280633,52.78388073296751
368.33799999999974,-0.5574999999999991,5,9,153.74999999999997,10,86.89900000000002,1,54585255,52.78388073296751
335.2879999999998,-1.1753999999999987,4,8,147.35,8,78.4062,1,25243950,52.78388073296751
342.2999999999997,-1.5458999999999987,6,9,156.91,10,78.6648,1,101419460,52.78388073296751
340.28399999999976,-1.3226999999999995,5,9,149.82,8,78.54400000000001,2,5281417,52.78388073296751
734.7070000000014,1.8447000000000022,3,15,210.65,18,179.97539999999955,3,163183927,52.78388073296751
544.5090000000015,0.12900000000000011,5,12,189.28,13,130.26749999999998,2,74155521,52.78388073296751
368.33799999999974,-0.5574999999999991,5,9,153.74999999999997,10,86.89900000000002,1,71720840,52.78388073296751
448.383,3.5519000000000025,5,9,153.73,6,115.94299999999997,5,135464366,52.78388073296751
406.3869999999998,-0.07209999999999928,5,9,145.91000000000003,11,98.06350000000002,2,3084295,52.78388073296751
464.37899999999996,-0.5388999999999984,8,12,210.50999999999996,12,108.97439999999997,3,5281643,52.78388073296751
576.8590000000028,5.84900000000001,4,6,99.38000000000001,19,160.85019999999977,0,5742590,52.78388073296751
462.4069999999999,0.058500000000000885,6,11,179.27999999999997,12,112.1968,3,11294177,52.78388073296751
152.23700000000014,2.520100000000001,0,1,12.53,3,45.43300000000002,0,449290,52.78388073296751
221.25900000000004,3.4342800000000016,1,2,44.019999999999996,3,68.19180000000003,2,5376331,52.78388073296751
138.16600000000008,1.7038,0,2,18.46,4,39.546000000000014,1,9016,52.78388073296751
130.23099999999994,2.3392000000000004,1,1,20.23,8,40.461800000000004,0,957,52.78388073296751
172.3120000000002,3.509500000000003,1,1,20.23,11,54.31280000000004,0,8184,52.78388073296751
138.25400000000005,3.0786000000000016,0,0,0.0,3,43.77600000000002,0,91015300,52.78388073296751
136.23800000000003,3.4750000000000023,0,0,0.0,6,48.00200000000003,0,5368821,52.78388073296751
98.14499999999994,1.0874,1,1,20.23,1,28.997799999999987,0,13198,52.78388073296751
116.20399999999991,1.9475000000000002,1,1,20.23,7,35.822799999999994,0,10976,52.78388073296751
98.18899999999992,2.752700000000001,0,0,0.0,5,34.33899999999999,0,11611,52.78388073296751
128.17099999999994,1.1445,0,2,26.3,2,34.27199999999999,0,110998,52.78388073296751
164.2040000000001,2.2879000000000005,0,2,26.3,5,47.615500000000026,1,584765,52.78388073296751
136.23800000000003,2.8546000000000014,0,0,0.0,3,43.682000000000016,0,530422,52.78388073296751
129.13799999999998,0.11370000000000025,1,3,50.739999999999995,3,34.494399999999985,0,68584299,52.78388073296751
150.17700000000008,1.8978,0,2,26.3,4,42.99850000000002,1,7476,52.78388073296751
164.2040000000001,1.8267,0,2,26.3,5,47.379000000000026,1,31231,52.78388073296751
130.23099999999994,2.1935000000000007,1,1,20.23,8,40.369800000000005,0,41143,52.78388073296751
176.1320000000001,-2.2662999999999993,5,4,147.54,3,36.861999999999995,0,203,52.78388073296751
148.2050000000001,2.728300000000001,0,1,9.23,4,47.70200000000003,1,637563,52.78388073296751
222.2400000000001,2.1610000000000005,0,4,36.92,6,59.57000000000003,1,10659,52.78388073296751
135.19100000000003,2.2962999999999996,0,2,12.89,0,39.62000000000002,2,7222,52.78388073296751
218.34000000000017,4.070300000000003,0,1,17.07,6,69.22300000000004,0,10955018,52.78388073296751
136.23800000000003,3.4750000000000023,0,0,0.0,6,48.00200000000003,0,18756,52.78388073296751
154.25300000000016,2.5037000000000003,1,1,20.23,4,47.39580000000002,0,8748,52.78388073296751
90.12199999999994,-0.25040000000000007,2,2,40.46,5,23.383599999999994,0,7896,52.78388073296751
150.22100000000012,2.8240200000000013,1,1,20.23,5,46.93280000000003,1,10364,52.78388073296751
151.2090000000001,1.0671999999999997,2,2,46.25,5,45.05120000000002,1,441457,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,4,64.51300000000005,0,518814,52.78388073296751
112.17199999999993,1.1673,1,1,20.23,3,31.454799999999985,0,84336,52.78388073296751
210.1820000000001,-4.0162999999999975,6,7,138.45,12,43.20580000000001,0,12600,52.78388073296751
148.2050000000001,2.4237,0,1,9.23,4,46.895000000000024,1,8815,52.78388073296751
154.25300000000016,2.1935000000000007,1,1,20.23,4,45.23580000000002,0,15406,52.78388073296751
152.23700000000014,2.401700000000001,0,1,17.07,3,44.23600000000002,0,14525,52.78388073296751
441.404,-0.04479999999999701,6,11,213.28,10,111.89460000000004,3,135398658,52.78388073296751
136.23800000000003,3.308900000000002,0,0,0.0,4,45.91200000000003,0,7461,52.78388073296751
100.16099999999993,1.7656,0,1,17.07,5,30.20599999999998,0,6184,52.78388073296751
118.17599999999992,0.5313999999999999,2,2,40.46,7,32.63959999999999,0,12374,52.78388073296751
86.13399999999994,1.2314,0,1,17.07,4,25.518999999999988,0,11552,52.78388073296751
152.23700000000014,2.520100000000001,0,1,12.53,3,45.43300000000002,0,6452061,52.78388073296751
134.222,3.118420000000002,0,0,0.0,4,45.26800000000003,1,10812,52.78388073296751
182.2190000000001,0.72702,2,3,49.69,7,49.76660000000003,1,4059,52.78388073296751
178.2310000000001,2.736900000000001,0,2,18.46,6,54.25400000000003,1,7128,52.78388073296751
284.43999999999943,4.931200000000005,1,3,49.83,15,82.01380000000007,0,71976,52.78388073296751
136.15000000000006,1.5077,0,2,26.3,3,38.38150000000001,1,31244,52.78388073296751
56.06400000000001,-0.3881000000000001,1,1,20.23,1,15.918800000000001,0,7859,52.78388073296751
154.25300000000016,2.1935000000000007,1,1,20.23,5,45.23580000000002,0,62367,52.78388073296751
241.2900000000001,3.646720000000003,1,2,34.25,5,73.64570000000003,3,11207217,52.78388073296751
241.2900000000001,3.646720000000003,1,2,34.25,5,73.64570000000003,3,147297,52.78388073296751
229.23500000000007,2.9982000000000015,0,4,44.49,4,64.61900000000003,3,107936,52.78388073296751
250.30100000000007,2.5243,0,3,34.89,3,76.23200000000004,3,63123,52.78388073296751
285.2989999999997,2.4145000000000003,1,5,60.69,6,81.46380000000003,3,5281832,52.78388073296751
295.3819999999996,4.852420000000003,2,2,45.25,8,91.89350000000003,3,11208660,52.78388073296751
281.3549999999996,4.549420000000002,3,2,56.25,7,87.00630000000002,3,11357993,52.78388073296751
279.33899999999966,4.519320000000003,2,2,45.25,4,85.94750000000003,3,10446329,52.78388073296751
199.20900000000006,2.2847,0,3,35.14,1,58.96100000000003,3,442913,52.78388073296751
229.23500000000007,2.2933000000000003,0,4,44.37,3,65.51300000000003,3,927945,52.78388073296751
140.22600000000008,2.401700000000001,0,1,17.07,3,41.80300000000001,0,17000,52.78388073296751
110.15599999999993,1.6857,0,1,17.07,1,32.61499999999999,0,14511,52.78388073296751
196.29000000000016,2.7643000000000013,0,2,26.3,5,54.783000000000044,0,6448,52.78388073296751
136.23800000000003,2.9987000000000013,0,0,0.0,2,43.75200000000002,0,92221,52.78388073296751
152.23700000000014,2.2797,1,1,20.23,4,47.30180000000003,0,11105550,52.78388073296751
222.3720000000002,4.160400000000004,0,1,9.23,4,66.35800000000005,0,6427117,52.78388073296751
124.2269999999999,3.1648000000000023,0,0,0.0,6,43.40900000000001,0,6429324,52.78388073296751
220.3560000000002,4.2466000000000035,0,1,12.53,4,68.42400000000005,0,23274265,52.78388073296751
154.25300000000016,2.6477000000000013,0,1,17.07,4,46.35000000000002,0,26447,52.78388073296751
220.3560000000002,3.6960000000000024,1,1,20.23,5,68.13280000000005,0,6429089,52.78388073296751
120.15099999999994,1.428,0,1,17.07,2,36.21000000000001,1,998,52.78388073296751
292.3779999999996,4.976920000000003,0,2,26.3,6,88.88450000000006,2,389885,52.78388073296751
220.3560000000002,3.3858000000000024,1,1,20.23,4,65.97280000000005,0,522266,52.78388073296751
134.222,2.774700000000001,0,0,0.0,3,43.65800000000002,0,524198,52.78388073296751
202.34100000000018,4.335100000000003,0,0,0.0,4,64.55900000000004,0,6428961,52.78388073296751
194.27400000000014,2.540300000000001,0,2,26.3,5,54.689000000000036,0,162747,52.78388073296751
152.23700000000014,1.9695000000000005,1,1,20.23,3,45.14180000000002,0,12314318,52.78388073296751
194.27400000000014,2.540300000000001,0,2,26.3,5,54.689000000000036,0,6430313,52.78388073296751
152.23700000000014,2.567800000000001,0,1,17.07,5,46.32600000000003,0,98497,52.78388073296751
508.4759999999999,-1.3935999999999968,5,12,181.44,13,117.6185,1,15714685,52.78388073296751
492.47699999999986,-0.3643999999999996,4,11,161.21,12,116.2287,1,16757443,52.78388073296751
204.3570000000002,4.581100000000004,0,0,0.0,5,66.67300000000004,0,50986185,52.78388073296751
120.19499999999992,2.611860000000001,0,0,0.0,3,40.65300000000001,1,7247,52.78388073296751
98.14499999999994,1.5415999999999999,0,1,17.07,4,30.111999999999988,0,5281168,52.78388073296751
140.22600000000008,2.711900000000001,0,1,17.07,7,43.963000000000015,0,5283335,52.78388073296751
268.48499999999996,6.014500000000006,0,1,17.07,17,85.40000000000008,0,10408,52.78388073296751
126.19899999999991,2.3218000000000005,0,1,17.07,6,39.346000000000004,0,9862,52.78388073296751
204.3570000000002,4.7252000000000045,0,0,0.0,4,66.74300000000004,0,13894537,52.78388073296751
204.3570000000002,4.581100000000004,0,0,0.0,4,66.67300000000004,0,51351709,52.78388073296751
190.28600000000014,3.4342000000000024,0,1,17.07,6,60.05900000000003,0,5366074,52.78388073296751
156.26900000000018,3.3260000000000023,0,1,17.07,9,48.67400000000003,0,8175,52.78388073296751
184.3230000000002,4.106200000000003,0,1,17.07,11,57.90800000000005,0,8194,52.78388073296751
164.2040000000001,2.1292999999999997,1,2,29.46,5,48.559800000000024,1,3314,52.78388073296751
114.18799999999992,2.1557000000000004,0,1,17.07,6,34.822999999999986,0,8130,52.78388073296751
299.3669999999995,-0.3272999999999998,3,6,90.23,11,76.49540000000003,0,107938,52.78388073296751
120.19499999999992,2.611860000000001,0,0,0.0,3,40.65300000000001,1,7947,52.78388073296751
152.14900000000006,1.1787999999999998,1,3,46.53,3,39.446300000000015,1,4133,52.78388073296751
128.17399999999995,2.8398000000000003,0,0,0.0,0,43.94800000000002,2,931,52.78388073296751
194.31800000000018,4.048300000000003,0,1,17.07,10,62.337000000000046,0,1713001,52.78388073296751
268.529,7.657900000000008,0,0,0.0,18,89.83700000000009,0,12401,52.78388073296751
352.69099999999906,9.998499999999995,0,0,0.0,24,117.53900000000012,0,12406,52.78388073296751
150.22100000000012,2.4879000000000007,0,1,17.07,4,46.30200000000003,0,6429112,52.78388073296751
150.22100000000012,2.4879000000000007,0,1,17.07,4,46.30200000000003,0,61041,52.78388073296751
138.21000000000006,2.4879000000000007,0,1,17.07,6,43.86900000000002,0,643731,52.78388073296751
324.6369999999991,9.218300000000001,0,0,0.0,22,108.3050000000001,0,12534,52.78388073296751
222.3720000000002,3.465700000000003,1,1,20.23,5,65.99680000000005,0,101716,52.78388073296751
152.23700000000014,2.2115,0,1,12.53,2,43.295000000000016,0,93046,52.78388073296751
152.14900000000006,1.2132999999999998,1,3,46.53,4,40.04630000000002,1,69600,52.78388073296751
196.29000000000016,3.0745000000000013,0,2,26.3,6,56.94300000000004,0,111037,52.78388073296751
196.29000000000016,2.9304000000000014,0,2,26.3,5,56.87300000000004,0,30248,52.78388073296751
200.3220000000002,3.991900000000003,1,2,37.3,11,59.47980000000005,0,3893,52.78388073296751
196.29000000000016,3.2406000000000024,0,2,26.3,9,59.03300000000004,0,8294,52.78388073296751
426.72899999999925,8.312900000000008,0,1,17.07,9,129.6740000000001,0,129730785,52.78388073296751
468.7659999999993,8.595600000000006,0,2,26.3,10,140.19699999999997,0,92157,52.78388073296751
150.22100000000012,2.1776999999999997,0,1,17.07,3,44.14200000000002,0,61130,52.78388073296751
152.23700000000014,1.9711000000000003,1,1,20.23,4,45.16380000000002,0,10582,52.78388073296751
152.23700000000014,1.9695000000000005,1,1,20.23,3,45.14180000000002,0,102667,52.78388073296751
150.22100000000012,2.1776999999999997,0,1,17.07,2,44.14200000000002,0,121719,52.78388073296751
122.12299999999995,1.2046999999999999,1,2,37.3,2,33.4943,1,6998,52.78388073296751
222.3720000000002,4.396300000000004,1,1,20.23,12,72.47680000000005,0,5284507,52.78388073296751
150.22100000000012,2.1776999999999997,0,1,17.07,3,44.14200000000002,0,29025,52.78388073296751
204.3570000000002,5.179500000000004,0,0,0.0,4,68.97300000000004,0,15559495,52.78388073296751
204.3570000000002,4.747200000000005,0,0,0.0,7,68.76300000000005,0,12309449,52.78388073296751
132.206,3.0281200000000013,0,0,0.0,3,45.88700000000003,1,62385,52.78388073296751
136.23800000000003,2.9987000000000013,0,0,0.0,3,43.75200000000002,0,79044,52.78388073296751
154.25300000000016,2.359600000000001,1,1,20.23,5,47.32580000000002,0,526657,52.78388073296751
220.3560000000002,3.6976000000000027,1,1,20.23,8,68.15480000000004,0,73555482,52.78388073296751
196.29000000000016,3.0745000000000013,0,2,26.3,6,56.94300000000004,0,20960,52.78388073296751
154.25300000000016,2.1935000000000007,1,1,20.23,5,45.23580000000002,0,20055523,52.78388073296751
204.3570000000002,4.7252000000000045,0,0,0.0,4,66.74300000000004,0,10123,52.78388073296751
272.4759999999998,6.141500000000007,0,0,0.0,6,87.57400000000005,0,443470,52.78388073296751
136.23800000000003,3.308900000000002,0,0,0.0,4,45.91200000000003,0,7462,52.78388073296751
154.25300000000016,2.5037000000000003,1,1,20.23,5,47.39580000000002,0,17100,52.78388073296751
272.4759999999998,5.975400000000007,0,0,0.0,4,85.48400000000007,0,107412,52.78388073296751
222.3720000000002,3.7759000000000027,1,1,20.23,6,68.15680000000005,0,160799,52.78388073296751
154.25300000000016,2.1935000000000007,1,1,20.23,4,45.23580000000002,0,6428289,52.78388073296751
222.3720000000002,3.465700000000003,1,1,20.23,5,65.99680000000005,0,12304985,52.78388073296751
272.4759999999998,6.141500000000007,0,0,0.0,5,87.57400000000005,0,12314971,52.78388073296751
222.3720000000002,3.9200000000000035,1,1,20.23,5,68.22680000000005,0,15560330,52.78388073296751
220.3560000000002,3.3858000000000024,1,1,20.23,4,65.97280000000005,0,92231,52.78388073296751
204.3570000000002,4.559100000000004,0,0,0.0,4,64.65300000000005,0,442402,52.78388073296751
150.22100000000012,2.8240200000000013,1,1,20.23,5,46.93280000000003,1,6989,52.78388073296751
222.3720000000002,3.7759000000000027,1,1,20.23,6,68.15680000000005,0,3084331,52.78388073296751
204.3570000000002,4.7252000000000045,0,0,0.0,4,66.74300000000004,0,9855795,52.78388073296751
304.2539999999998,1.1863000000000001,5,7,127.45000000000002,6,73.24950000000001,2,471,52.78388073296751
278.34799999999956,3.7580000000000027,1,4,63.6,10,76.98980000000006,1,20393,52.78388073296751
182.17500000000007,1.1149999999999998,3,4,77.75999999999999,5,45.72840000000003,1,348154,52.78388073296751
678.5990000000012,2.7051000000000065,8,15,257.80999999999995,17,167.87639999999973,3,6440783,52.78388073296751
232.32300000000015,3.2406000000000024,0,2,26.3,2,66.33200000000004,0,72724,52.78388073296751
232.32300000000015,3.3847000000000023,0,2,26.3,2,66.40200000000003,0,474518,52.78388073296751
248.32200000000014,2.4995000000000003,0,3,43.370000000000005,5,66.74600000000004,0,164879,52.78388073296751
468.7659999999993,8.905800000000005,0,2,26.3,13,142.35699999999994,0,179610,52.78388073296751
232.32300000000015,3.2406000000000024,0,2,26.3,1,66.33200000000004,0,73285,52.78388073296751
232.32300000000015,3.5508000000000024,0,2,26.3,2,68.49200000000003,0,101006689,52.78388073296751
518.4270000000004,0.07550000000000107,6,13,213.42,12,121.7708,3,15934091,52.78388073296751
166.13200000000003,1.083,2,4,74.6,2,40.360600000000005,1,1017,52.78388073296751
462.4069999999999,0.12470000000000059,8,11,201.27999999999997,12,112.20839999999997,3,15959354,52.78388073296751
626.5200000000013,-3.065799999999996,11,17,289.65999999999997,18,141.70479999999998,3,6453392,52.78388073296751
318.23699999999985,1.6936,6,8,151.59,7,77.9088,3,5281672,52.78388073296751
864.7650000000009,4.242400000000013,14,18,320.14000000000004,18,212.0471999999998,6,475277,52.78388073296751
354.31099999999975,-0.6458999999999985,6,9,164.74999999999997,9,82.51880000000001,1,1794425,52.78388073296751
426.72899999999925,8.02480000000001,1,1,20.23,9,130.64980000000008,0,259846,52.78388073296751
182.1720000000001,-3.585399999999998,6,6,121.38000000000001,11,38.1988,0,6251,52.78388073296751
296.49499999999927,6.1969000000000065,0,2,26.3,17,91.46800000000007,0,5364509,52.78388073296751
270.4569999999999,5.640700000000005,0,2,26.3,16,82.32800000000007,0,8181,52.78388073296751
280.45199999999954,5.884500000000006,1,2,37.3,15,86.99380000000006,0,5312457,52.78388073296751
456.71099999999933,7.233600000000009,2,3,57.53,9,132.6816000000001,0,10494,52.78388073296751
576.5100000000012,2.7935000000000034,9,12,209.75999999999996,11,141.2852,4,124025,52.78388073296751
594.5220000000014,-1.010599999999997,9,15,249.19999999999996,16,138.88119999999998,3,15953752,52.78388073296751
610.5210000000014,-2.038199999999998,10,16,269.43,17,140.29299999999998,3,14130922,52.78388073296751
756.6630000000014,-3.1863999999999937,12,20,328.35,22,171.51459999999977,3,44259269,52.78388073296751
610.5210000000014,-2.038199999999997,10,16,269.43,17,140.29299999999998,3,6325870,52.78388073296751
216.32400000000015,3.8530200000000026,0,1,17.07,8,68.55500000000004,1,6429176,52.78388073296751
218.34000000000017,3.646420000000003,1,1,20.23,9,69.57680000000005,1,6429180,52.78388073296751
126.19899999999991,2.3218000000000005,0,1,17.07,6,39.346,0,61346,52.78388073296751
222.3720000000002,4.2302000000000035,1,1,20.23,9,70.38680000000005,0,12300148,52.78388073296751
390.3849999999997,-2.150799999999996,5,10,155.14000000000001,11,86.59200000000003,0,10548420,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,5,64.51300000000005,0,442359,52.78388073296751
202.34100000000018,4.844920000000005,0,0,0.0,8,68.25900000000004,1,3083834,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,4,64.51300000000005,0,57339298,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,4,64.51300000000005,0,93081,52.78388073296751
204.3570000000002,5.0354000000000045,0,0,0.0,8,68.90300000000005,0,6428461,52.78388073296751
204.3570000000002,4.437000000000004,0,0,0.0,6,66.60300000000004,0,56842786,52.78388073296751
610.5650000000015,-1.4027999999999976,9,15,245.28999999999996,20,142.5221999999999,2,11284950,52.78388073296751
568.7950000000025,7.059500000000009,2,6,93.06,12,156.59659999999977,0,91895465,52.78388073296751
116.15999999999993,1.6513,1,2,37.3,5,31.777799999999985,0,8892,52.78388073296751
152.23700000000014,2.878000000000001,0,1,17.07,7,48.48600000000003,0,638011,52.78388073296751
222.3720000000002,3.4657000000000027,1,1,20.23,6,65.99680000000005,0,11276107,52.78388073296751
236.3550000000002,3.6716000000000024,0,2,26.3,9,70.92800000000004,0,519782,52.78388073296751
388.36899999999974,-2.229099999999997,5,10,155.14,11,86.59000000000002,0,107848,52.78388073296751
154.25300000000016,2.6714000000000016,1,1,20.23,8,49.50780000000003,0,637566,52.78388073296751
222.3720000000002,4.0861000000000045,1,1,20.23,6,70.31680000000004,0,5352847,52.78388073296751
365.9799999999998,-4.533699999999994,7,9,167.55,13,54.38550000000005,0,64953,52.78388073296751
300.2659999999998,2.5854000000000013,3,6,100.13000000000001,6,79.46640000000002,3,5281628,52.78388073296751
