Molecular Weight,LogP,Number of H-bond Donors,Number of H-bond Acceptors,Topological Polar Surface Area (TPSA),Number of Rotatable Bonds,Molar Refractivity,Number of Aromatic Rings,Molecule Name,winer_index
168.23600000000013,2.4535,1,2,37.3,5,47.897800000000025,0,108261,52.78388073296751
186.32000000000014,2.7001000000000013,1,2,17.07,5,54.57700000000004,0,6951713,52.78388073296751
152.23700000000014,2.2797,1,1,20.23,4,47.30180000000003,0,94221,52.78388073296751
152.23700000000014,2.567800000000001,0,1,17.07,3,46.32600000000002,0,6432305,52.78388073296751
216.28000000000011,3.522400000000003,0,2,18.46,5,66.82600000000004,1,188454,52.78388073296751
182.26300000000015,2.3742,0,2,26.3,4,50.16600000000004,0,518472,52.78388073296751
136.23800000000003,2.9987000000000013,0,0,0.0,2,43.75200000000002,0,6616,52.78388073296751
204.3570000000002,4.270900000000004,0,0,0.0,5,64.51300000000005,0,12303902,52.78388073296751
202.2530000000001,3.0734000000000012,0,2,26.3,4,60.187500000000036,1,177040,52.78388073296751
204.3570000000002,4.747200000000005,0,0,0.0,6,68.76300000000003,0,6918391,52.78388073296751
218.2520000000001,2.779000000000002,1,3,46.53,5,61.852300000000035,1,100768,52.78388073296751
196.29000000000016,2.7643000000000013,0,2,26.3,5,54.783000000000044,0,107217,52.78388073296751
204.3570000000002,4.581100000000004,0,0,0.0,5,66.67300000000004,0,12306047,52.78388073296751
220.3560000000002,4.460400000000004,0,1,17.07,11,71.40700000000004,0,154704157,52.78388073296751
602.5890000000016,-0.9291999999999947,3,13,190.95,10,135.1474,0,6473767,52.78388073296751
434.3969999999999,-1.7871999999999992,8,10,188.14,11,102.33489999999999,2,14889736,52.78388073296751
434.3969999999999,-1.7871999999999992,8,10,188.14,11,102.33489999999999,2,14889737,52.78388073296751
220.22400000000007,1.60232,1,4,59.67,5,59.695800000000034,2,76955678,52.78388073296751
190.19800000000006,2.11544,1,3,50.440000000000005,3,53.622800000000026,2,5316891,52.78388073296751
206.19700000000006,1.2993199999999998,2,4,70.67000000000002,4,54.80860000000003,2,129861908,52.78388073296751
396.3919999999997,-0.7547800000000011,6,9,160.82,12,96.99080000000002,2,11732015,52.78388073296751
270.2399999999998,1.3654999999999995,3,5,94.83,4,69.0014,2,10207,52.78388073296751
248.23400000000007,2.0350199999999994,2,5,79.9,6,65.03260000000003,2,5242842,52.78388073296751
718.6610000000014,-1.0488799999999934,8,17,264.49999999999994,21,171.5073999999997,3,6442939,52.78388073296751
556.5200000000015,1.4780200000000003,5,12,185.35,15,138.7769999999999,3,14211227,52.78388073296751
394.37599999999975,-0.5465800000000007,5,9,157.66,11,95.99100000000001,2,160190,52.78388073296751
418.3979999999998,-0.8911999999999984,7,9,167.91,10,101.17909999999999,2,12305761,52.78388073296751
418.3979999999998,-0.8911999999999984,7,9,167.91,10,101.17909999999999,2,14989,52.78388073296751
254.24100000000004,2.1816200000000006,2,4,74.6,3,67.81560000000002,2,10208,52.78388073296751
556.5640000000017,1.5181199999999997,5,11,176.11999999999998,16,142.89199999999985,3,76332505,52.78388073296751
234.2510000000001,2.402100000000001,0,4,52.6,6,62.45500000000003,1,119104,52.78388073296751
284.26699999999977,2.8798000000000017,2,5,79.9,5,77.80160000000002,3,5281946,52.78388073296751
148.16100000000006,1.6042999999999998,1,2,37.3,3,43.20480000000002,1,641301,52.78388073296751
284.26699999999977,2.8798000000000012,2,5,79.9,5,77.80160000000004,3,5280442,52.78388073296751
432.3809999999999,0.04990000000000078,6,10,170.04999999999998,10,105.64479999999999,3,5280704,52.78388073296751
254.24100000000004,2.871200000000001,2,4,70.67,3,71.24960000000002,3,5281607,52.78388073296751
270.2399999999998,2.576800000000001,3,5,90.90000000000002,4,72.91440000000001,3,5281616,52.78388073296751
316.3969999999996,2.775100000000003,4,4,80.92,12,89.48620000000004,2,11034432,52.78388073296751
374.43299999999965,3.0005000000000015,3,6,96.22000000000001,15,101.59040000000005,2,5318039,52.78388073296751
316.2649999999998,2.2910000000000013,4,7,120.36000000000001,7,81.1312,3,5281654,52.78388073296751
300.2659999999998,2.585400000000001,3,6,100.13000000000002,6,79.46640000000002,3,5281666,52.78388073296751
286.2389999999998,2.2824,4,6,111.13000000000002,5,74.5792,3,5280863,52.78388073296751
272.25599999999974,1.7751000000000001,3,5,86.99000000000001,4,69.91990000000003,2,73202,52.78388073296751
256.25700000000006,2.8043000000000013,2,4,66.76,3,68.53010000000002,2,68071,52.78388073296751
302.23799999999983,1.988,5,7,131.36,6,76.244,3,5280343,52.78388073296751
610.5210000000014,-1.687099999999998,10,16,269.42999999999995,17,140.19599999999997,3,5280805,52.78388073296751
268.26799999999974,3.1742000000000017,1,4,59.67,4,76.13680000000004,3,5281954,52.78388073296751
234.2510000000001,2.1882,0,4,52.6,6,63.41800000000003,1,11149005,52.78388073296751
194.2300000000001,1.9223999999999999,1,3,46.53,7,53.66080000000004,1,31211,52.78388073296751
414.7179999999992,8.02480000000001,1,1,20.23,13,128.2168000000001,0,222284,52.78388073296751
380.44399999999973,2.7563000000000013,0,6,60.36000000000001,6,101.98900000000005,1,101712322,52.78388073296751
380.44399999999973,2.7563000000000013,0,6,60.36000000000001,6,101.98900000000005,1,101712321,52.78388073296751
366.41699999999975,2.3662,0,6,60.36000000000001,5,97.37200000000004,1,101712320,52.78388073296751
338.40699999999964,2.2458,1,5,50.800000000000004,3,91.82770000000004,1,6738085,52.78388073296751
356.4219999999997,1.5873999999999995,3,6,82.03,6,95.70530000000004,1,50900051,52.78388073296751
350.45499999999953,1.9626000000000003,3,5,86.99000000000001,9,93.56040000000003,0,91884987,52.78388073296751
334.4559999999995,2.9918000000000013,2,4,66.75999999999999,8,92.17060000000004,0,11624161,52.78388073296751
344.3629999999997,3.427500000000002,0,6,63.22000000000001,9,91.40850000000006,2,21579286,52.78388073296751
328.31999999999977,3.1914000000000016,1,6,78.13,8,89.24080000000004,3,12135219,52.78388073296751
330.33599999999973,2.8740000000000006,1,6,74.22000000000001,8,85.91530000000004,2,164576244,52.78388073296751
328.31999999999977,3.1914000000000016,1,6,78.13,8,89.24080000000004,3,5318369,52.78388073296751
358.3459999999998,3.200000000000002,1,7,87.36000000000001,10,95.79280000000004,3,5319878,52.78388073296751
300.3099999999997,3.1159000000000017,1,5,64.99000000000001,6,79.96930000000003,2,13963771,52.78388073296751
298.29399999999976,3.182800000000001,1,5,68.9,6,82.68880000000003,3,188316,52.78388073296751
350.45499999999953,1.9626000000000006,3,5,86.99000000000001,8,93.56040000000003,0,5318517,52.78388073296751
512.5959999999997,-0.21319999999999945,6,10,166.14,14,126.19380000000004,0,6439612,52.78388073296751
180.15900000000005,1.1956,3,4,77.75999999999999,4,46.441400000000016,1,689043,52.78388073296751
354.31099999999975,-0.6458999999999985,6,9,164.74999999999997,9,82.51880000000001,1,1794427,52.78388073296751
148.16100000000006,1.7844,1,2,37.3,2,43.11180000000002,1,444539,52.78388073296751
194.18600000000006,1.4986,2,4,66.75999999999999,5,51.32860000000002,1,445858,52.78388073296751
520.4870000000004,0.6731,4,12,166.51,16,128.5232,3,16215023,52.78388073296751
480.59799999999956,1.8451999999999997,4,8,125.68000000000002,13,123.41420000000008,0,9848024,52.78388073296751
476.4339999999999,0.3615000000000009,5,11,168.28,13,117.08400000000003,3,100984956,52.78388073296751
496.6439999999996,3.802400000000003,2,6,93.06,8,131.12360000000004,0,442138,52.78388073296751
152.23700000000014,2.2576,0,1,17.07,4,44.16600000000002,0,12304612,52.78388073296751
496.6439999999996,4.042800000000003,1,6,82.06,7,129.25480000000007,0,44558930,52.78388073296751
250.33800000000016,2.601500000000001,1,3,46.53,4,69.90580000000003,0,90471461,52.78388073296751
128.17399999999995,2.7914000000000003,0,0,0.0,0,43.06400000000002,0,9231,52.78388073296751
136.23800000000003,2.9987000000000013,0,0,0.0,2,43.75200000000002,0,14896,52.78388073296751
150.22100000000012,2.4879000000000007,0,1,17.07,3,46.30200000000003,0,16724,52.78388073296751
220.3560000000002,3.9364000000000035,0,1,12.53,3,66.26400000000005,0,1742210,52.78388073296751
184.28200000000012,3.970640000000003,0,0,0.0,4,61.91600000000004,0,10719,52.78388073296751
202.34100000000018,4.844920000000005,0,0,0.0,8,68.25900000000004,1,92139,52.78388073296751
516.4550000000003,1.029600000000002,7,12,211.27999999999994,13,125.19759999999995,2,6474310,52.78388073296751
196.29000000000016,2.6202000000000005,0,2,26.3,6,54.713000000000044,0,524251,52.78388073296751
250.33800000000016,2.8896000000000015,0,3,43.370000000000005,3,68.93000000000004,0,12304831,52.78388073296751
286.2389999999998,2.282400000000001,4,6,111.13000000000001,5,74.57920000000001,3,5280445,52.78388073296751
136.23800000000003,3.4750000000000023,0,0,0.0,6,48.00200000000003,0,31253,52.78388073296751
238.3710000000002,4.268400000000004,0,2,26.3,12,72.83600000000004,0,6429034,52.78388073296751
224.3440000000002,4.022400000000004,0,2,26.3,11,68.28900000000004,0,5352162,52.78388073296751
274.40399999999966,4.778220000000005,0,2,26.3,11,83.83500000000005,1,102211014,52.78388073296751
136.23800000000003,3.1648000000000023,0,0,0.0,4,45.84200000000003,0,7460,52.78388073296751
248.32200000000014,2.3555,1,3,46.53,4,67.79180000000004,0,5089295,52.78388073296751
194.1830000000001,-3.1804999999999986,5,6,110.38000000000001,7,40.83100000000002,0,151108,52.78388073296751
152.23700000000014,2.6862000000000013,0,1,12.53,6,47.523000000000025,0,6429141,52.78388073296751
152.23700000000014,1.9695000000000005,1,1,20.23,4,45.14180000000002,0,89664,52.78388073296751
428.4809999999997,4.6418000000000035,1,7,83.45000000000002,14,116.20830000000007,2,42608026,52.78388073296751
402.6629999999993,6.599900000000009,1,2,32.76,11,118.57380000000009,0,227037,52.78388073296751
600.8840000000025,8.718400000000008,3,4,73.22,22,184.0723999999995,0,5282217,52.78388073296751
354.3579999999998,3.7911000000000032,4,6,111.13000000000001,9,97.7142,3,5481961,52.78388073296751
568.8860000000026,10.403299999999994,2,2,40.46,22,184.10159999999948,0,5281243,52.78388073296751
600.8840000000025,8.718400000000008,3,4,73.22,22,184.0723999999995,0,5281247,52.78388073296751
536.8880000000007,12.46169999999998,0,0,0.0,20,181.32199999999946,0,6419725,52.78388073296751
538.9040000000008,12.851799999999976,0,0,0.0,24,183.5059999999994,0,6441660,52.78388073296751
270.2399999999998,2.576800000000001,3,5,90.9,4,72.91440000000001,3,5280443,52.78388073296751
302.28199999999975,2.5185000000000013,3,6,96.22000000000001,6,76.74690000000002,2,15298902,52.78388073296751
354.3579999999998,3.7911000000000024,4,6,111.13000000000002,9,97.71419999999999,3,399491,52.78388073296751
300.2659999999998,2.5854000000000013,3,6,100.13000000000001,6,79.46640000000002,3,12308618,52.78388073296751
368.38499999999976,4.0941000000000045,3,6,100.13000000000001,10,102.6014,3,390520,52.78388073296751
436.50399999999973,5.763300000000006,3,6,100.13000000000001,14,126.47340000000003,3,5458461,52.78388073296751
536.8880000000007,12.605799999999977,0,0,0.0,20,181.39199999999946,0,5280489,52.78388073296751
705.1240000000029,13.427199999999972,2,2,40.46,28,229.91759999999925,0,10941542,52.78388073296751
538.9040000000008,12.995899999999976,0,0,0.0,24,183.57599999999942,0,5280790,52.78388073296751
456.71099999999933,7.089500000000009,2,3,57.53,9,132.61160000000007,0,64971,52.78388073296751
420.4609999999998,5.645700000000005,3,6,100.13000000000001,10,119.58640000000003,3,9979523,52.78388073296751
328.4079999999996,4.6094000000000035,2,4,74.6,12,97.71960000000006,0,5281232,52.78388073296751
420.4609999999998,5.269700000000006,3,6,100.13000000000001,10,119.7904,3,5319925,52.78388073296751
422.47699999999975,5.299800000000006,4,6,111.13000000000001,13,120.84920000000002,3,5319924,52.78388073296751
426.72899999999925,8.16890000000001,1,1,20.23,12,130.71980000000008,0,92110,52.78388073296751
424.7129999999993,8.377100000000006,0,1,17.07,11,129.72000000000008,0,348093,52.78388073296751
424.7129999999993,8.377100000000006,0,1,17.07,11,129.72000000000008,0,12305360,52.78388073296751
468.7659999999993,8.739700000000004,0,2,26.3,13,140.26699999999997,0,518616,52.78388073296751
502.5629999999998,6.669400000000007,3,7,109.36000000000001,12,142.5903999999999,3,5316250,52.78388073296751
304.2539999999998,1.1862999999999992,5,7,127.45000000000002,6,73.24950000000001,2,5458714,52.78388073296751
408.5379999999996,5.587700000000006,1,4,47.92,11,119.13380000000008,2,15227962,52.78388073296751
434.4879999999998,5.788200000000005,2,6,89.13000000000001,11,123.73660000000005,3,44258300,52.78388073296751
302.23799999999983,1.988,5,7,131.36,6,76.244,3,5281670,52.78388073296751
286.2389999999998,2.2824,4,6,111.13000000000001,5,74.57920000000001,3,5481970,52.78388073296751
422.47699999999975,5.299800000000006,4,6,111.13000000000001,13,120.84920000000002,3,5481958,52.78388073296751
244.24600000000007,2.679400000000001,4,4,80.92,6,68.47120000000002,2,5281717,52.78388073296751
338.35899999999975,4.085500000000003,3,5,90.90000000000002,8,96.0494,3,10246505,52.78388073296751
456.71099999999933,7.089500000000009,2,3,57.53,9,132.61160000000007,0,64945,52.78388073296751
414.62999999999937,5.713900000000007,1,3,38.69,5,117.70080000000007,0,99474,52.78388073296751
340.41899999999964,4.206420000000004,2,4,58.92,7,96.07760000000005,2,624971,52.78388073296751
416.64599999999933,5.793800000000007,1,3,38.69,5,117.72480000000009,0,92095,52.78388073296751
286.4589999999994,5.510300000000006,1,1,20.23,11,93.21180000000004,0,445354,52.78388073296751
198.2180000000001,-0.12718000000000013,4,4,80.92,8,50.912200000000034,1,14543617,52.78388073296751
488.70899999999943,5.176800000000007,4,5,97.99000000000001,11,135.48320000000004,0,73641,52.78388073296751
554.680000000002,4.720200000000005,1,8,104.42999999999999,13,145.03579999999988,1,91886694,52.78388073296751
498.5719999999997,3.351600000000002,1,8,112.27,11,127.53080000000006,1,176996,52.78388073296751
498.5719999999997,3.494100000000002,1,8,112.27000000000001,11,127.57880000000006,1,52952216,52.78388073296751
600.6610000000019,2.8256999999999994,2,11,158.8,12,146.75159999999988,1,102146586,52.78388073296751
720.7210000000017,-0.2030999999999945,3,16,215.33999999999997,16,164.27939999999975,0,5281303,52.78388073296751
580.5830000000018,-1.6109999999999944,4,13,182.96999999999997,11,130.26620000000005,0,23256847,52.78388073296751
450.57499999999965,5.417900000000006,0,5,73.58000000000001,8,123.17300000000006,1,12308714,52.78388073296751
466.57399999999967,4.629100000000005,0,6,86.10999999999999,8,122.69400000000006,1,49863985,52.78388073296751
482.5729999999997,4.560700000000004,0,7,95.34,8,123.77900000000005,1,12004512,52.78388073296751
586.678000000002,2.7612000000000005,2,10,137.82000000000002,14,147.25859999999992,0,101425842,52.78388073296751
